user_id,tanggal,keterangan,tipe,jumlah
andi_designer,2024-09-13,Kebutuhan Harian,Pengeluaran,-54481.0
andi_designer,2024-09-14,Kebutuhan Harian,Pengeluaran,-115695.0
andi_designer,2024-09-15,Kebutuhan Harian,Pengeluaran,-166494.0
andi_designer,2024-09-16,Kebutuhan Harian,Pengeluaran,-45379.0
andi_designer,2024-09-17,Kebutuhan Harian,Pengeluaran,-59461.0
andi_designer,2024-09-18,Kebutuhan Harian,Pengeluaran,-42801.0
andi_designer,2024-09-19,Kebutuhan Harian,Pengeluaran,-55879.0
andi_designer,2024-09-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2024-09-20,Kebutuhan Harian,Pengeluaran,-50095.0
andi_designer,2024-09-21,Kebutuhan Harian,Pengeluaran,-104366.0
andi_designer,2024-09-22,Kebutuhan Harian,Pengeluaran,-158714.0
andi_designer,2024-09-23,Kebutuhan Harian,Pengeluaran,-43621.0
andi_designer,2024-09-24,Kebutuhan Harian,Pengeluaran,-44147.0
andi_designer,2024-09-25,Pemasukan Proyek Utama,Pemasukan,4305908.0
andi_designer,2024-09-25,Kebutuhan Harian,Pengeluaran,-48216.0
andi_designer,2024-09-26,Kebutuhan Harian,Pengeluaran,-59128.0
andi_designer,2024-09-27,Kebutuhan Harian,Pengeluaran,-56467.0
andi_designer,2024-09-28,Kebutuhan Harian,Pengeluaran,-145301.0
andi_designer,2024-09-29,Kebutuhan Harian,Pengeluaran,-185059.0
andi_designer,2024-09-30,Kebutuhan Harian,Pengeluaran,-47826.0
andi_designer,2024-10-01,Kebutuhan Harian,Pengeluaran,-48979.0
andi_designer,2024-10-02,Kebutuhan Harian,Pengeluaran,-57200.0
andi_designer,2024-10-03,Kebutuhan Harian,Pengeluaran,-42327.0
andi_designer,2024-10-04,Kebutuhan Harian,Pengeluaran,-44677.0
andi_designer,2024-10-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2024-10-05,Kebutuhan Harian,Pengeluaran,-182099.0
andi_designer,2024-10-06,Kebutuhan Harian,Pengeluaran,-178469.0
andi_designer,2024-10-07,Kebutuhan Harian,Pengeluaran,-53090.0
andi_designer,2024-10-08,Kebutuhan Harian,Pengeluaran,-44684.0
andi_designer,2024-10-09,Kebutuhan Harian,Pengeluaran,-59492.0
andi_designer,2024-10-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2024-10-10,Kebutuhan Harian,Pengeluaran,-50113.0
andi_designer,2024-10-11,Kebutuhan Harian,Pengeluaran,-40506.0
andi_designer,2024-10-12,Kebutuhan Harian,Pengeluaran,-168399.0
andi_designer,2024-10-13,Kebutuhan Harian,Pengeluaran,-111781.0
andi_designer,2024-10-14,Kebutuhan Harian,Pengeluaran,-42826.0
andi_designer,2024-10-15,Kebutuhan Harian,Pengeluaran,-59948.0
andi_designer,2024-10-16,Kebutuhan Harian,Pengeluaran,-58196.0
andi_designer,2024-10-17,Kebutuhan Harian,Pengeluaran,-59101.0
andi_designer,2024-10-18,Kebutuhan Harian,Pengeluaran,-59594.0
andi_designer,2024-10-19,Kebutuhan Harian,Pengeluaran,-127228.0
andi_designer,2024-10-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2024-10-20,Kebutuhan Harian,Pengeluaran,-188607.0
andi_designer,2024-10-21,Kebutuhan Harian,Pengeluaran,-56385.0
andi_designer,2024-10-22,Kebutuhan Harian,Pengeluaran,-53794.0
andi_designer,2024-10-23,Kebutuhan Harian,Pengeluaran,-45104.0
andi_designer,2024-10-24,Kebutuhan Harian,Pengeluaran,-41560.0
andi_designer,2024-10-25,Kebutuhan Harian,Pengeluaran,-41897.0
andi_designer,2024-10-26,Kebutuhan Harian,Pengeluaran,-183247.0
andi_designer,2024-10-27,Kebutuhan Harian,Pengeluaran,-129009.0
andi_designer,2024-10-28,Pemasukan Proyek Utama,Pemasukan,3720383.0
andi_designer,2024-10-28,Kebutuhan Harian,Pengeluaran,-46833.0
andi_designer,2024-10-29,Kebutuhan Harian,Pengeluaran,-46350.0
andi_designer,2024-10-30,Kebutuhan Harian,Pengeluaran,-55763.0
andi_designer,2024-10-31,Kebutuhan Harian,Pengeluaran,-55026.0
andi_designer,2024-11-01,Kebutuhan Harian,Pengeluaran,-42015.0
andi_designer,2024-11-02,Kebutuhan Harian,Pengeluaran,-110884.0
andi_designer,2024-11-03,Kebutuhan Harian,Pengeluaran,-110003.0
andi_designer,2024-11-04,Kebutuhan Harian,Pengeluaran,-59066.0
andi_designer,2024-11-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2024-11-05,Kebutuhan Harian,Pengeluaran,-59644.0
andi_designer,2024-11-06,Kebutuhan Harian,Pengeluaran,-44874.0
andi_designer,2024-11-07,Kebutuhan Harian,Pengeluaran,-54417.0
andi_designer,2024-11-08,Kebutuhan Harian,Pengeluaran,-49615.0
andi_designer,2024-11-09,Kebutuhan Harian,Pengeluaran,-179583.0
andi_designer,2024-11-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2024-11-10,Kebutuhan Harian,Pengeluaran,-194916.0
andi_designer,2024-11-11,Kebutuhan Harian,Pengeluaran,-49690.0
andi_designer,2024-11-12,Kebutuhan Harian,Pengeluaran,-48409.0
andi_designer,2024-11-13,Kebutuhan Harian,Pengeluaran,-42991.0
andi_designer,2024-11-14,Kebutuhan Harian,Pengeluaran,-47152.0
andi_designer,2024-11-15,Kebutuhan Harian,Pengeluaran,-47050.0
andi_designer,2024-11-16,Kebutuhan Harian,Pengeluaran,-114890.0
andi_designer,2024-11-17,Kebutuhan Harian,Pengeluaran,-122889.0
andi_designer,2024-11-18,Kebutuhan Harian,Pengeluaran,-59913.0
andi_designer,2024-11-19,Kebutuhan Harian,Pengeluaran,-57940.0
andi_designer,2024-11-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2024-11-20,Kebutuhan Harian,Pengeluaran,-42233.0
andi_designer,2024-11-21,Kebutuhan Harian,Pengeluaran,-56669.0
andi_designer,2024-11-22,Kebutuhan Harian,Pengeluaran,-48108.0
andi_designer,2024-11-23,Kebutuhan Harian,Pengeluaran,-137648.0
andi_designer,2024-11-24,Kebutuhan Harian,Pengeluaran,-182062.0
andi_designer,2024-11-25,Pemasukan Proyek Utama,Pemasukan,3477992.0
andi_designer,2024-11-25,Kebutuhan Harian,Pengeluaran,-53705.0
andi_designer,2024-11-26,Kebutuhan Harian,Pengeluaran,-54117.0
andi_designer,2024-11-27,Kebutuhan Harian,Pengeluaran,-52119.0
andi_designer,2024-11-28,Pemasukan Proyek Utama,Pemasukan,3957173.0
andi_designer,2024-11-28,Kebutuhan Harian,Pengeluaran,-43707.0
andi_designer,2024-11-29,Kebutuhan Harian,Pengeluaran,-58169.0
andi_designer,2024-11-30,Kebutuhan Harian,Pengeluaran,-134217.0
andi_designer,2024-12-01,Kebutuhan Harian,Pengeluaran,-157011.0
andi_designer,2024-12-02,Kebutuhan Harian,Pengeluaran,-52024.0
andi_designer,2024-12-03,Kebutuhan Harian,Pengeluaran,-42445.0
andi_designer,2024-12-04,Kebutuhan Harian,Pengeluaran,-59419.0
andi_designer,2024-12-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2024-12-05,Kebutuhan Harian,Pengeluaran,-51349.0
andi_designer,2024-12-06,Kebutuhan Harian,Pengeluaran,-51208.0
andi_designer,2024-12-07,Kebutuhan Harian,Pengeluaran,-150509.0
andi_designer,2024-12-08,Kebutuhan Harian,Pengeluaran,-100774.0
andi_designer,2024-12-09,Kebutuhan Harian,Pengeluaran,-52471.0
andi_designer,2024-12-10,Pemasukan Proyek Revisi,Pemasukan,917084.0
andi_designer,2024-12-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2024-12-10,Kebutuhan Harian,Pengeluaran,-50437.0
andi_designer,2024-12-11,Pemasukan Proyek Revisi,Pemasukan,625142.0
andi_designer,2024-12-11,Kebutuhan Harian,Pengeluaran,-43939.0
andi_designer,2024-12-12,Kebutuhan Harian,Pengeluaran,-41523.0
andi_designer,2024-12-13,Kebutuhan Harian,Pengeluaran,-42099.0
andi_designer,2024-12-14,Kebutuhan Harian,Pengeluaran,-191390.0
andi_designer,2024-12-15,Kebutuhan Harian,Pengeluaran,-176272.0
andi_designer,2024-12-16,Kebutuhan Harian,Pengeluaran,-46402.0
andi_designer,2024-12-17,Kebutuhan Harian,Pengeluaran,-52242.0
andi_designer,2024-12-18,Kebutuhan Harian,Pengeluaran,-55893.0
andi_designer,2024-12-19,Kebutuhan Harian,Pengeluaran,-47430.0
andi_designer,2024-12-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2024-12-20,Kebutuhan Harian,Pengeluaran,-48396.0
andi_designer,2024-12-21,Kebutuhan Harian,Pengeluaran,-119587.0
andi_designer,2024-12-22,Kebutuhan Harian,Pengeluaran,-170662.0
andi_designer,2024-12-23,Kebutuhan Harian,Pengeluaran,-50730.0
andi_designer,2024-12-24,Kebutuhan Harian,Pengeluaran,-56069.0
andi_designer,2024-12-25,Pemasukan Proyek Utama,Pemasukan,4985461.0
andi_designer,2024-12-25,Kebutuhan Harian,Pengeluaran,-47158.0
andi_designer,2024-12-26,Kebutuhan Harian,Pengeluaran,-59197.0
andi_designer,2024-12-27,Kebutuhan Harian,Pengeluaran,-50521.0
andi_designer,2024-12-28,Kebutuhan Harian,Pengeluaran,-124614.0
andi_designer,2024-12-29,Kebutuhan Harian,Pengeluaran,-131928.0
andi_designer,2024-12-30,Kebutuhan Harian,Pengeluaran,-44147.0
andi_designer,2024-12-31,Pemasukan Proyek Utama,Pemasukan,3118149.0
andi_designer,2024-12-31,Kebutuhan Harian,Pengeluaran,-43518.0
andi_designer,2025-01-01,Kebutuhan Harian,Pengeluaran,-47864.0
andi_designer,2025-01-02,Kebutuhan Harian,Pengeluaran,-54258.0
andi_designer,2025-01-03,Kebutuhan Harian,Pengeluaran,-54188.0
andi_designer,2025-01-04,Kebutuhan Harian,Pengeluaran,-131555.0
andi_designer,2025-01-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2025-01-05,Kebutuhan Harian,Pengeluaran,-147184.0
andi_designer,2025-01-06,Kebutuhan Harian,Pengeluaran,-54075.0
andi_designer,2025-01-07,Kebutuhan Harian,Pengeluaran,-40211.0
andi_designer,2025-01-08,Kebutuhan Harian,Pengeluaran,-43992.0
andi_designer,2025-01-09,Kebutuhan Harian,Pengeluaran,-46239.0
andi_designer,2025-01-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2025-01-10,Kebutuhan Harian,Pengeluaran,-59552.0
andi_designer,2025-01-11,Kebutuhan Harian,Pengeluaran,-180870.0
andi_designer,2025-01-12,Kebutuhan Harian,Pengeluaran,-189579.0
andi_designer,2025-01-13,Pemasukan Proyek Revisi,Pemasukan,830036.0
andi_designer,2025-01-13,Kebutuhan Harian,Pengeluaran,-51843.0
andi_designer,2025-01-14,Kebutuhan Harian,Pengeluaran,-45523.0
andi_designer,2025-01-15,Pemasukan Proyek Revisi,Pemasukan,764549.0
andi_designer,2025-01-15,Kebutuhan Harian,Pengeluaran,-54601.0
andi_designer,2025-01-16,Kebutuhan Harian,Pengeluaran,-57489.0
andi_designer,2025-01-17,Kebutuhan Harian,Pengeluaran,-42791.0
andi_designer,2025-01-18,Kebutuhan Harian,Pengeluaran,-110285.0
andi_designer,2025-01-19,Kebutuhan Harian,Pengeluaran,-106670.0
andi_designer,2025-01-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2025-01-20,Kebutuhan Harian,Pengeluaran,-58794.0
andi_designer,2025-01-21,Kebutuhan Harian,Pengeluaran,-49219.0
andi_designer,2025-01-22,Kebutuhan Harian,Pengeluaran,-54156.0
andi_designer,2025-01-23,Kebutuhan Harian,Pengeluaran,-46130.0
andi_designer,2025-01-24,Kebutuhan Harian,Pengeluaran,-55547.0
andi_designer,2025-01-25,Kebutuhan Harian,Pengeluaran,-183763.0
andi_designer,2025-01-26,Pemasukan Proyek Utama,Pemasukan,3751950.0
andi_designer,2025-01-26,Kebutuhan Harian,Pengeluaran,-190635.0
andi_designer,2025-01-27,Kebutuhan Harian,Pengeluaran,-43113.0
andi_designer,2025-01-28,Kebutuhan Harian,Pengeluaran,-41310.0
andi_designer,2025-01-29,Pemasukan Proyek Utama,Pemasukan,3407391.0
andi_designer,2025-01-29,Kebutuhan Harian,Pengeluaran,-45701.0
andi_designer,2025-01-30,Kebutuhan Harian,Pengeluaran,-45863.0
andi_designer,2025-01-31,Pemasukan Proyek Utama,Pemasukan,3046192.0
andi_designer,2025-01-31,Kebutuhan Harian,Pengeluaran,-52371.0
andi_designer,2025-02-01,Kebutuhan Harian,Pengeluaran,-175897.0
andi_designer,2025-02-02,Kebutuhan Harian,Pengeluaran,-120292.0
andi_designer,2025-02-03,Kebutuhan Harian,Pengeluaran,-59342.0
andi_designer,2025-02-04,Kebutuhan Harian,Pengeluaran,-56808.0
andi_designer,2025-02-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2025-02-05,Kebutuhan Harian,Pengeluaran,-50747.0
andi_designer,2025-02-06,Kebutuhan Harian,Pengeluaran,-44520.0
andi_designer,2025-02-07,Kebutuhan Harian,Pengeluaran,-58569.0
andi_designer,2025-02-08,Kebutuhan Harian,Pengeluaran,-129738.0
andi_designer,2025-02-09,Kebutuhan Harian,Pengeluaran,-130223.0
andi_designer,2025-02-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2025-02-10,Kebutuhan Harian,Pengeluaran,-41297.0
andi_designer,2025-02-11,Kebutuhan Harian,Pengeluaran,-55187.0
andi_designer,2025-02-12,Kebutuhan Harian,Pengeluaran,-51579.0
andi_designer,2025-02-13,Kebutuhan Harian,Pengeluaran,-46555.0
andi_designer,2025-02-14,Pemasukan Proyek Revisi,Pemasukan,698864.0
andi_designer,2025-02-14,Kebutuhan Harian,Pengeluaran,-48025.0
andi_designer,2025-02-15,Kebutuhan Harian,Pengeluaran,-103209.0
andi_designer,2025-02-16,Kebutuhan Harian,Pengeluaran,-100836.0
andi_designer,2025-02-17,Kebutuhan Harian,Pengeluaran,-48209.0
andi_designer,2025-02-18,Kebutuhan Harian,Pengeluaran,-49340.0
andi_designer,2025-02-19,Kebutuhan Harian,Pengeluaran,-40342.0
andi_designer,2025-02-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2025-02-20,Kebutuhan Harian,Pengeluaran,-46746.0
andi_designer,2025-02-21,Kebutuhan Harian,Pengeluaran,-44348.0
andi_designer,2025-02-22,Kebutuhan Harian,Pengeluaran,-108784.0
andi_designer,2025-02-23,Kebutuhan Harian,Pengeluaran,-127688.0
andi_designer,2025-02-24,Kebutuhan Harian,Pengeluaran,-45056.0
andi_designer,2025-02-25,Kebutuhan Harian,Pengeluaran,-51250.0
andi_designer,2025-02-26,Pemasukan Proyek Utama,Pemasukan,4862534.0
andi_designer,2025-02-26,Kebutuhan Harian,Pengeluaran,-50532.0
andi_designer,2025-02-27,Pemasukan Proyek Utama,Pemasukan,4831817.0
andi_designer,2025-02-27,Kebutuhan Harian,Pengeluaran,-46986.0
andi_designer,2025-02-28,Pemasukan Proyek Utama,Pemasukan,3716260.0
andi_designer,2025-02-28,Kebutuhan Harian,Pengeluaran,-41172.0
andi_designer,2025-03-01,Kebutuhan Harian,Pengeluaran,-121235.0
andi_designer,2025-03-02,Kebutuhan Harian,Pengeluaran,-177549.0
andi_designer,2025-03-03,Kebutuhan Harian,Pengeluaran,-44519.0
andi_designer,2025-03-04,Kebutuhan Harian,Pengeluaran,-56093.0
andi_designer,2025-03-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2025-03-05,Kebutuhan Harian,Pengeluaran,-40780.0
andi_designer,2025-03-06,Kebutuhan Harian,Pengeluaran,-41758.0
andi_designer,2025-03-07,Kebutuhan Harian,Pengeluaran,-43521.0
andi_designer,2025-03-08,Kebutuhan Harian,Pengeluaran,-100780.0
andi_designer,2025-03-09,Kebutuhan Harian,Pengeluaran,-144181.0
andi_designer,2025-03-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2025-03-10,Kebutuhan Harian,Pengeluaran,-57051.0
andi_designer,2025-03-11,Kebutuhan Harian,Pengeluaran,-42099.0
andi_designer,2025-03-12,Pemasukan Proyek Revisi,Pemasukan,832822.0
andi_designer,2025-03-12,Kebutuhan Harian,Pengeluaran,-51429.0
andi_designer,2025-03-13,Kebutuhan Harian,Pengeluaran,-42936.0
andi_designer,2025-03-14,Kebutuhan Harian,Pengeluaran,-43878.0
andi_designer,2025-03-15,Kebutuhan Harian,Pengeluaran,-152286.0
andi_designer,2025-03-16,Kebutuhan Harian,Pengeluaran,-180434.0
andi_designer,2025-03-17,Kebutuhan Harian,Pengeluaran,-57114.0
andi_designer,2025-03-18,Kebutuhan Harian,Pengeluaran,-57880.0
andi_designer,2025-03-19,Kebutuhan Harian,Pengeluaran,-55037.0
andi_designer,2025-03-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2025-03-20,Kebutuhan Harian,Pengeluaran,-48106.0
andi_designer,2025-03-21,Kebutuhan Harian,Pengeluaran,-59558.0
andi_designer,2025-03-22,Kebutuhan Harian,Pengeluaran,-108844.0
andi_designer,2025-03-23,Kebutuhan Harian,Pengeluaran,-127733.0
andi_designer,2025-03-24,Kebutuhan Harian,Pengeluaran,-41732.0
andi_designer,2025-03-25,Kebutuhan Harian,Pengeluaran,-46934.0
andi_designer,2025-03-26,Kebutuhan Harian,Pengeluaran,-40562.0
andi_designer,2025-03-27,Pemasukan Proyek Utama,Pemasukan,4930154.0
andi_designer,2025-03-27,Kebutuhan Harian,Pengeluaran,-54384.0
andi_designer,2025-03-28,Pemasukan Proyek Utama,Pemasukan,4712029.0
andi_designer,2025-03-28,Kebutuhan Harian,Pengeluaran,-48087.0
andi_designer,2025-03-29,Kebutuhan Harian,Pengeluaran,-142540.0
andi_designer,2025-03-30,Pemasukan Proyek Utama,Pemasukan,3925408.0
andi_designer,2025-03-30,Kebutuhan Harian,Pengeluaran,-148668.0
andi_designer,2025-03-31,Kebutuhan Harian,Pengeluaran,-44279.0
andi_designer,2025-04-01,Kebutuhan Harian,Pengeluaran,-41281.0
andi_designer,2025-04-02,Kebutuhan Harian,Pengeluaran,-52536.0
andi_designer,2025-04-03,Kebutuhan Harian,Pengeluaran,-52796.0
andi_designer,2025-04-04,Kebutuhan Harian,Pengeluaran,-54907.0
andi_designer,2025-04-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2025-04-05,Kebutuhan Harian,Pengeluaran,-170508.0
andi_designer,2025-04-06,Kebutuhan Harian,Pengeluaran,-121256.0
andi_designer,2025-04-07,Kebutuhan Harian,Pengeluaran,-54445.0
andi_designer,2025-04-08,Kebutuhan Harian,Pengeluaran,-47086.0
andi_designer,2025-04-09,Kebutuhan Harian,Pengeluaran,-40721.0
andi_designer,2025-04-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2025-04-10,Kebutuhan Harian,Pengeluaran,-42115.0
andi_designer,2025-04-11,Kebutuhan Harian,Pengeluaran,-44190.0
andi_designer,2025-04-12,Kebutuhan Harian,Pengeluaran,-166693.0
andi_designer,2025-04-13,Kebutuhan Harian,Pengeluaran,-129004.0
andi_designer,2025-04-14,Kebutuhan Harian,Pengeluaran,-52052.0
andi_designer,2025-04-15,Kebutuhan Harian,Pengeluaran,-48003.0
andi_designer,2025-04-16,Kebutuhan Harian,Pengeluaran,-46175.0
andi_designer,2025-04-17,Kebutuhan Harian,Pengeluaran,-41923.0
andi_designer,2025-04-18,Kebutuhan Harian,Pengeluaran,-53631.0
andi_designer,2025-04-19,Kebutuhan Harian,Pengeluaran,-113400.0
andi_designer,2025-04-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2025-04-20,Kebutuhan Harian,Pengeluaran,-121164.0
andi_designer,2025-04-21,Kebutuhan Harian,Pengeluaran,-46057.0
andi_designer,2025-04-22,Kebutuhan Harian,Pengeluaran,-48039.0
andi_designer,2025-04-23,Kebutuhan Harian,Pengeluaran,-56225.0
andi_designer,2025-04-24,Kebutuhan Harian,Pengeluaran,-46561.0
andi_designer,2025-04-25,Kebutuhan Harian,Pengeluaran,-54508.0
andi_designer,2025-04-26,Pemasukan Proyek Utama,Pemasukan,3189140.0
andi_designer,2025-04-26,Kebutuhan Harian,Pengeluaran,-134443.0
andi_designer,2025-04-27,Pemasukan Proyek Utama,Pemasukan,4764911.0
andi_designer,2025-04-27,Kebutuhan Harian,Pengeluaran,-141309.0
andi_designer,2025-04-28,Kebutuhan Harian,Pengeluaran,-59915.0
andi_designer,2025-04-29,Kebutuhan Harian,Pengeluaran,-51695.0
andi_designer,2025-04-30,Pemasukan Proyek Utama,Pemasukan,4681327.0
andi_designer,2025-04-30,Kebutuhan Harian,Pengeluaran,-59123.0
andi_designer,2025-05-01,Kebutuhan Harian,Pengeluaran,-47877.0
andi_designer,2025-05-02,Kebutuhan Harian,Pengeluaran,-41828.0
andi_designer,2025-05-03,Kebutuhan Harian,Pengeluaran,-118330.0
andi_designer,2025-05-04,Kebutuhan Harian,Pengeluaran,-151485.0
andi_designer,2025-05-05,Bayar Kos,Pengeluaran,-1500000.0
andi_designer,2025-05-05,Kebutuhan Harian,Pengeluaran,-55072.0
andi_designer,2025-05-06,Kebutuhan Harian,Pengeluaran,-46576.0
andi_designer,2025-05-07,Kebutuhan Harian,Pengeluaran,-58234.0
andi_designer,2025-05-08,Kebutuhan Harian,Pengeluaran,-43457.0
andi_designer,2025-05-09,Kebutuhan Harian,Pengeluaran,-47419.0
andi_designer,2025-05-10,Bayar Internet,Pengeluaran,-350000.0
andi_designer,2025-05-10,Kebutuhan Harian,Pengeluaran,-195844.0
andi_designer,2025-05-11,Kebutuhan Harian,Pengeluaran,-179381.0
andi_designer,2025-05-12,Kebutuhan Harian,Pengeluaran,-53160.0
andi_designer,2025-05-13,Kebutuhan Harian,Pengeluaran,-41137.0
andi_designer,2025-05-14,Kebutuhan Harian,Pengeluaran,-44875.0
andi_designer,2025-05-15,Kebutuhan Harian,Pengeluaran,-56431.0
andi_designer,2025-05-16,Kebutuhan Harian,Pengeluaran,-58836.0
andi_designer,2025-05-17,Kebutuhan Harian,Pengeluaran,-136784.0
andi_designer,2025-05-18,Kebutuhan Harian,Pengeluaran,-163297.0
andi_designer,2025-05-19,Kebutuhan Harian,Pengeluaran,-59342.0
andi_designer,2025-05-20,Langganan Adobe,Pengeluaran,-800000.0
andi_designer,2025-05-20,Kebutuhan Harian,Pengeluaran,-55478.0
andi_designer,2025-05-21,Kebutuhan Harian,Pengeluaran,-44191.0
andi_designer,2025-05-22,Kebutuhan Harian,Pengeluaran,-49399.0
andi_designer,2025-05-23,Kebutuhan Harian,Pengeluaran,-56221.0
andi_designer,2025-05-24,Kebutuhan Harian,Pengeluaran,-102955.0
andi_designer,2025-05-25,Kebutuhan Harian,Pengeluaran,-108729.0
andi_designer,2025-05-26,Pemasukan Proyek Utama,Pemasukan,3259884.0
andi_designer,2025-05-26,Kebutuhan Harian,Pengeluaran,-57110.0
andi_designer,2025-05-27,Kebutuhan Harian,Pengeluaran,-58621.0
